Zeitpunkt ('Y-m-d H:i:s');Graf-Moltke-Straße (Ostseite);Graf-Moltke-Straße (Westseite);Hastedter Brückenstraße;Langemarckstraße (Ostseite);Langemarckstraße (Westseite);Osterdeich;Radweg Kleine Weser;Schwachhauser Ring;Wachmannstraße auswärts (Süd);Wachmannstraße einwärts (Nord);Wilhelm-Kaisen-Brücke (Ost);Wilhelm-Kaisen-Brücke (West)
05.11.2013 00:00;1246;1359;2381;2216;2165;3485;3563;1273;3218;2766;6389;4090
06.11.2013 00:00;1142;1187;2033;1987;2007;3330;3214;1323;2979;2447;6183;3821
07.11.2013 00:00;1289;1385;2157;2152;2044;3553;1114;1294;3137;2690;6238;3971
08.11.2013 00:00;1254;1420;2422;2228;2098;3527;1562;1290;3165;2764;6282;4187
09.11.2013 00:00;765;817;976;1116;922;1819;1028;1230;1618;1257;3513;2154
10.11.2013 00:00;637;643;1179;873;898;1956;1279;1629;1219;885;2786;1596
11.11.2013 00:00;1240;1376;2482;2230;2137;3420;1980;1807;3345;2804;6192;4256
12.11.2013 00:00;1180;1259;1980;2023;1951;3071;2907;2247;2902;2434;5787;3711
13.11.2013 00:00;1340;1331;2544;2514;2231;3813;3589;2084;3511;2987;6902;4467
14.11.2013 00:00;1302;1454;2245;2350;2191;3530;3368;2150;3301;2797;6486;4234
15.11.2013 00:00;1164;1338;2174;2160;1962;3293;3115;1801;3058;2562;6133;3886
16.11.2013 00:00;805;926;1376;1314;1113;2297;1641;1419;1985;1626;4074;2518
17.11.2013 00:00;561;526;888;745;773;1642;1172;1282;1114;797;2645;1469
18.11.2013 00:00;1128;1291;2096;2100;1921;3112;3185;912;3067;2571;6123;3795
19.11.2013 00:00;1157;1234;1880;1913;1863;2747;2861;1385;2785;2270;5845;3463
20.11.2013 00:00;1237;1343;2424;2252;2084;2090;3387;1628;3235;2753;6552;4347
21.11.2013 00:00;1244;1341;2253;2155;2079;2938;3053;1788;3111;2619;6997;4215
22.11.2013 00:00;1052;1047;1611;1850;1753;2568;2548;1719;2592;2263;5449;3423
23.11.2013 00:00;766;877;1177;1259;1007;1998;1597;1023;1786;1482;3891;2344
24.11.2013 00:00;777;883;1517;769;760;2855;1465;1106;1199;871;3441;1670
25.11.2013 00:00;1149;1276;2320;2166;1999;3199;3143;856;3017;2525;6486;3933
26.11.2013 00:00;1197;1329;2333;2171;2029;3303;3156;1347;3119;2656;6574;4053
27.11.2013 00:00;1158;1195;1750;1947;1831;3073;2823;1325;2764;2351;5845;3476
28.11.2013 00:00;1206;1344;1992;2260;2126;3535;3225;1750;3052;2664;6507;3984
29.11.2013 00:00;983;1037;1465;1752;1569;2502;2372;953;2330;1899;5010;3082
30.11.2013 00:00;772;852;1068;1316;1002;2148;1545;887;1685;1376;3721;2263
01.12.2013 00:00;528;487;684;798;737;1688;1116;705;1109;739;2644;1406
02.12.2013 00:00;1144;1322;2147;2239;2061;3372;3082;1347;3076;2575;6242;3765
03.12.2013 00:00;1169;1130;2011;2077;1968;3448;3079;1354;3016;2494;6098;3941
04.12.2013 00:00;1046;1098;1774;1850;1835;2946;2751;1087;2624;2179;5512;3382
05.12.2013 00:00;625;693;836;1021;958;1328;1431;645;1467;1230;3094;1872
06.12.2013 00:00;533;624;807;938;883;1643;1144;514;1207;966;2886;1853
07.12.2013 00:00;715;823;862;881;738;2190;1054;552;1191;952;3190;1772
08.12.2013 00:00;552;499;670;691;601;1437;1060;685;920;665;2326;1283
09.12.2013 00:00;839;919;1219;1315;1358;2168;2009;851;1899;1507;4125;2451
10.12.2013 00:00;1175;1290;2133;2114;1970;3500;3293;1329;3042;2564;6557;3804
11.12.2013 00:00;1161;1294;2120;2113;2042;3615;3232;1287;3122;2642;6626;3899
12.12.2013 00:00;1202;1375;1982;2029;1937;3471;3033;1312;3076;2504;6181;3664
13.12.2013 00:00;1074;1258;1921;2016;1776;3254;2880;1167;2915;2428;5970;3544
14.12.2013 00:00;698;758;830;1146;900;1884;1469;639;1555;1248;3450;2055
15.12.2013 00:00;486;500;787;735;703;1759;1200;645;1079;811;2695;1354
16.12.2013 00:00;1191;1347;2037;2081;2007;3346;3381;1367;3231;2682;6420;4040
17.12.2013 00:00;1201;1272;2128;2001;1937;3506;3225;1352;3133;2665;6625;3927
18.12.2013 00:00;1283;1323;2063;2191;2113;3464;3315;1387;3298;2810;6713;4021
19.12.2013 00:00;1029;1090;1442;1726;1641;2888;2494;1056;2542;2113;5373;3205
20.12.2013 00:00;1113;1272;1814;1969;1725;3132;2943;1231;2905;2481;5869;3698
21.12.2013 00:00;870;1023;1133;1148;857;2676;1496;757;1843;1450;4100;2347
22.12.2013 00:00;536;527;704;730;623;1464;1146;759;1142;829;2530;1363
23.12.2013 00:00;930;1030;1376;1605;1247;2150;2199;878;2599;2091;4537;3134
24.12.2013 00:00;443;436;501;485;373;697;671;493;860;645;1623;1022
25.12.2013 00:00;298;338;568;387;306;971;711;660;555;404;1420;713
26.12.2013 00:00;328;379;655;404;333;931;804;677;640;442;1477;742
27.12.2013 00:00;572;637;1024;994;843;1395;1351;640;1432;1160;2879;1917
28.12.2013 00:00;539;652;778;878;643;1467;1078;622;1195;900;2543;1516
29.12.2013 00:00;440;398;822;621;505;1388;991;764;853;646;2059;1025
30.12.2013 00:00;652;787;1302;1289;1109;1708;1883;868;1839;1451;3702;2350
31.12.2013 00:00;603;659;1005;792;626;1491;1286;873;1094;972;2635;1408
01.01.2014 00:00;500;296;902;508;441;1526;931;875;748;439;1874;861
02.01.2014 00:00;684;664;1278;1316;1082;1785;1836;809;1925;1520;3668;2397
03.01.2014 00:00;704;832;1201;1205;1079;1930;1866;873;1858;1587;3856;2351
04.01.2014 00:00;702;718;1218;1102;892;1933;1734;913;1638;1316;3511;2058
05.01.2014 00:00;555;589;1141;744;673;1910;1461;1142;999;701;2592;1311
06.01.2014 00:00;997;1084;1712;1774;1668;2815;2953;1158;2515;2014;5107;3106
07.01.2014 00:00;1124;1323;2200;2051;1953;3319;3522;1463;3099;2585;6399;3905
08.01.2014 00:00;1092;1139;1860;1893;1790;2983;2874;1245;2524;2108;5674;3369
09.01.2014 00:00;1051;1174;1697;1798;1719;2806;2737;1238;2506;2011;5496;3240
10.01.2014 00:00;1075;1241;1861;1809;1637;2977;2881;1227;2632;2162;5775;3232
11.01.2014 00:00;687;774;796;932;845;1692;1172;705;1387;1135;3128;1807
12.01.2014 00:00;708;669;1290;805;772;2505;1749;1193;1243;912;3138;1521
13.01.2014 00:00;1067;1172;1936;1905;1853;2862;3075;1334;2850;2343;5775;3359
14.01.2014 00:00;1278;1357;2277;2101;1962;3352;3614;1495;3258;2721;6552;3661
15.01.2014 00:00;1224;1312;1951;1996;2012;3135;3206;1363;2919;2413;6008;3548
16.01.2014 00:00;1135;1228;1721;1794;1720;2905;2874;1186;2630;2139;5487;3213
17.01.2014 00:00;1107;1271;1963;1888;1739;3115;3094;1322;2811;2343;6004;3343
18.01.2014 00:00;877;951;1370;1183;1067;2328;2013;1167;1812;1508;4215;2279
19.01.2014 00:00;602;548;792;650;694;1543;1183;766;1015;681;2483;1345
20.01.2014 00:00;1058;1167;1790;1847;1800;2832;2921;1253;2778;2259;5511;3027
21.01.2014 00:00;1041;1166;1724;1694;1610;2843;2749;1114;2542;2095;5374;2996
22.01.2014 00:00;1044;1155;1755;1702;1638;2759;2625;1066;2411;2074;5344;3062
23.01.2014 00:00;1088;1116;1670;1635;1511;2415;2427;1106;2484;2059;4932;2838
24.01.2014 00:00;659;657;1158;1159;1048;2150;1357;719;1487;1196;3476;1959
25.01.2014 00:00;422;454;521;562;516;959;461;385;714;601;1901;1086
26.01.2014 00:00;228;222;507;238;279;752;233;296;365;237;1241;590
27.01.2014 00:00;556;530;1134;963;976;1983;530;702;1396;1156;3020;1766
28.01.2014 00:00;845;870;1449;1378;1317;3008;752;900;2017;1640;4338;2432
29.01.2014 00:00;739;800;1399;1291;1290;2786;460;800;1939;1680;3946;2296
30.01.2014 00:00;763;595;1339;1182;1145;2545;249;777;1826;1476;3959;2171
31.01.2014 00:00;662;736;1304;1189;1093;2475;215;686;1616;1411;3843;2193
01.02.2014 00:00;399;434;546;581;581;1212;171;335;803;634;2013;1090
02.02.2014 00:00;461;486;1032;678;702;1957;715;924;934;668;2390;1189
03.02.2014 00:00;1001;1036;1972;1633;1584;3083;1720;1199;2487;2072;5158;3125
04.02.2014 00:00;1055;1151;2059;1848;1756;3075;2473;1275;2809;2360;5377;3438
05.02.2014 00:00;1100;1166;1943;1720;1681;3111;2508;1257;2819;2314;5540;3426
06.02.2014 00:00;1182;1275;1965;1853;1756;3010;2904;1345;2962;2463;5755;3526
07.02.2014 00:00;783;842;1123;1285;1169;1889;1826;830;1726;1420;4042;2330
08.02.2014 00:00;678;805;980;880;726;2013;1169;708;1165;1032;3139;1627
09.02.2014 00:00;520;471;702;575;560;1337;1079;743;853;601;2315;1142
10.02.2014 00:00;1086;1253;2062;1893;1737;2911;2951;1404;2987;2415;5750;3612
11.02.2014 00:00;1095;1193;2037;1932;1735;2943;2919;1374;2865;2376;5611;3603
12.02.2014 00:00;1192;1285;2147;1999;1844;3038;3120;1396;2997;2491;5895;3704
13.02.2014 00:00;1103;1189;1859;1933;1736;2791;2790;1285;2774;2294;5636;3489
14.02.2014 00:00;1051;1256;1987;1909;1649;2729;2762;1300;2639;2266;5523;3479
15.02.2014 00:00;905;1079;1434;1101;899;2380;1533;863;1565;1232;3901;2076
16.02.2014 00:00;571;544;871;629;610;1422;1125;846;949;690;2336;1342
17.02.2014 00:00;1048;1420;2104;2038;1889;3084;3084;1371;2938;2447;5960;3589
18.02.2014 00:00;1172;1318;2255;2074;1927;3116;3375;1420;3192;2641;6221;3860
19.02.2014 00:00;1080;1175;1897;1795;1712;2956;2802;1194;2712;2283;5529;3370
20.02.2014 00:00;1180;1229;2136;2101;1909;3077;3243;1432;2956;2406;5992;3690
21.02.2014 00:00;1028;1191;1819;1878;1640;2842;2757;1152;2578;2165;5521;3246
22.02.2014 00:00;828;904;1229;1238;989;2419;1715;856;1827;1558;4447;2428
23.02.2014 00:00;764;793;1699;962;955;2785;2006;1506;1281;905;3331;1675
24.02.2014 00:00;1187;1352;2546;2293;1983;3405;3557;1690;3262;2672;6360;4108
25.02.2014 00:00;1299;1492;2596;2279;2169;3709;3762;1776;3383;2857;6881;4201
26.02.2014 00:00;1178;1316;2256;2044;1975;3316;3234;1524;3174;2697;6279;3780
27.02.2014 00:00;1242;1428;2396;2278;2010;3337;3418;1656;3270;2714;6513;4032
28.02.2014 00:00;1089;1241;1991;1922;1779;3005;2920;1301;2647;2319;5954;3628
01.03.2014 00:00;942;1131;1722;1195;1033;3027;1802;1041;1734;1390;4722;2379
02.03.2014 00:00;582;618;1251;803;758;1890;1571;1221;1081;802;2669;1390
03.03.2014 00:00;1152;1324;2340;2284;2035;3059;3371;1547;3224;2670;6101;3930
04.03.2014 00:00;1332;1415;2717;2418;2235;3497;3946;1846;3499;2915;6984;4398
05.03.2014 00:00;1323;1511;2728;2429;2222;3667;3940;1838;3455;2951;7064;4482
06.03.2014 00:00;1391;1560;2836;2546;2263;3726;4043;1894;3585;3083;7182;4583
07.03.2014 00:00;1228;1470;2669;2448;2214;3602;3775;1745;3361;2817;7081;4182
08.03.2014 00:00;1135;1258;2283;1907;1609;3608;3182;1783;2485;2206;5569;3339
09.03.2014 00:00;1006;1044;3344;1740;1613;4762;4182;2724;1977;1557;5023;2751
10.03.2014 00:00;1385;1603;3491;2871;2421;4190;4750;2139;3796;3246;7732;4875
11.03.2014 00:00;1431;1618;3531;2802;2546;4462;4748;2131;3999;3392;8293;5074
12.03.2014 00:00;1421;1610;3364;2832;2561;4431;4608;2093;3786;3152;8159;4980
13.03.2014 00:00;1459;1628;3294;2841;2597;4482;4685;2198;3715;3167;8135;4938
14.03.2014 00:00;1207;1339;2618;2409;2138;3477;3558;1587;3283;2730;6829;4182
15.03.2014 00:00;896;1036;1284;1085;973;2778;1328;870;1487;1228;3983;2056
16.03.2014 00:00;497;506;798;659;690;1632;1079;857;965;712;2499;1245
17.03.2014 00:00;1192;1371;2412;2308;2091;3191;3459;1535;3195;2744;6716;3995
18.03.2014 00:00;1120;1278;2518;2319;2197;3350;3605;1588;3120;2662;6747;4067
19.03.2014 00:00;1282;1462;2478;2350;2141;3703;3558;1544;3241;2744;6855;4251
20.03.2014 00:00;1552;1748;3772;3049;2748;4950;5314;2437;3802;3271;8673;5166
21.03.2014 00:00;906;1065;1690;1672;1524;2895;2479;1033;2208;1885;5181;2888
22.03.2014 00:00;754;875;1306;1292;1111;1964;1688;938;1671;1363;3847;2301
23.03.2014 00:00;675;759;1491;984;882;2205;2041;1498;1229;937;3188;1664
24.03.2014 00:00;1128;1305;2313;2289;2049;3286;3611;1621;3252;2631;6464;4177
25.03.2014 00:00;1386;1637;3120;2412;2275;4609;3836;1803;3398;2925;7655;4427
26.03.2014 00:00;1308;1453;2702;2604;2406;3694;3848;1783;3453;2868;7215;4534
27.03.2014 00:00;1382;1507;2752;2597;2389;3718;4065;1998;3620;3012;7243;4741
28.03.2014 00:00;1286;1480;2423;2449;2239;3450;3568;1733;3189;2750;6898;4360
29.03.2014 00:00;1136;1276;2645;1836;1484;3589;3395;1933;2517;2135;5754;3285
30.03.2014 00:00;989;1022;3293;1452;1366;3949;3594;2434;1884;1443;4834;2621
31.03.2014 00:00;1344;1550;3376;2872;2547;4027;4711;2053;3868;3266;7804;4818
01.04.2014 00:00;1443;1679;3403;2952;2739;4341;4841;2216;4033;3481;8379;5352
02.04.2014 00:00;1562;1693;3750;3179;2931;4824;5219;2258;4197;3578;8624;5506
03.04.2014 00:00;1518;1684;3422;3161;2712;4836;4989;2319;4006;3511;8494;5350
04.04.2014 00:00;1082;1164;2052;2118;1933;3018;2794;1247;2675;2305;6173;3686
05.04.2014 00:00;884;1091;1710;1459;1132;3273;1781;998;1643;1413;4454;2258
06.04.2014 00:00;597;658;1641;1010;928;2100;1776;1290;1223;807;3122;1582
07.04.2014 00:00;1151;1288;2509;2507;2178;3279;3732;1629;3181;2609;6432;4089
08.04.2014 00:00;842;964;1674;1695;1565;2357;2509;1095;2172;1771;4825;3197
09.04.2014 00:00;855;959;1791;1919;1728;2629;2682;1126;2470;2085;5485;3420
10.04.2014 00:00;952;1157;2017;2184;1770;2842;2964;1320;2632;2221;5887;3701
11.04.2014 00:00;1021;1228;2201;2118;1940;3079;3162;1532;2664;2269;5989;3762
12.04.2014 00:00;863;995;1905;1652;1345;2723;2407;1287;1999;1640;4710;2696
13.04.2014 00:00;710;793;1649;1216;1130;2343;2157;1385;1606;1186;3674;2222
14.04.2014 00:00;735;825;1299;1338;1287;1990;1997;863;1987;1568;4068;2654
15.04.2014 00:00;953;1051;1887;1895;1655;2639;2622;1205;2611;2215;5279;3505
16.04.2014 00:00;1173;1320;2753;2347;2158;3301;3909;1846;3072;2617;6192;4301
17.04.2014 00:00;1017;1239;2424;2293;1974;3075;3528;1599;2957;2456;6058;4067
18.04.2014 00:00;460;481;840;661;630;1449;1029;746;758;608;2119;1135
19.04.2014 00:00;998;1314;2984;1716;1309;4824;2883;1469;2060;1850;5697;3093
20.04.2014 00:00;824;873;2525;1333;1090;2458;2758;2055;1427;1026;3481;1855
21.04.2014 00:00;408;471;831;654;631;1377;1260;854;807;573;2069;1150
22.04.2014 00:00;1338;1509;2916;2514;2170;3574;4272;1869;3469;2979;7164;4342
23.04.2014 00:00;1307;1522;3275;2746;2517;3964;4600;1968;3605;3113;7415;4606
24.04.2014 00:00;1412;1671;3291;2806;2507;4186;4646;2195;3903;3351;7950;4742
25.04.2014 00:00;1453;1728;3696;3097;2685;4660;5179;2364;4097;3557;8476;4974
26.04.2014 00:00;1209;1386;3118;2281;1906;4031;4092;2088;2763;2208;6571;3564
27.04.2014 00:00;783;868;1945;1233;1221;2597;2670;1749;1597;1118;3930;2178
28.04.2014 00:00;1408;1677;3379;3113;2776;4180;4830;2188;4097;3413;8260;5010
29.04.2014 00:00;1586;1883;4161;3376;3036;4875;5750;2508;4532;3899;9169;5659
30.04.2014 00:00;1539;1887;3987;3390;2944;5193;5263;2398;4282;3853;9519;5325
01.05.2014 00:00;753;750;1751;1276;1206;3352;2198;1414;1575;1035;4155;2316
02.05.2014 00:00;1012;1103;2040;2050;1684;2799;2767;1130;2561;2129;5464;3420
03.05.2014 00:00;1066;1352;2787;2065;1650;4221;2831;1571;2178;1778;5803;3172
04.05.2014 00:00;674;724;1443;1068;1105;1954;1910;1264;1329;940;3057;1778
05.05.2014 00:00;1407;1600;3491;3006;2806;4154;4877;2065;4144;3446;8294;4847
06.05.2014 00:00;1333;1589;3088;2953;2729;3721;4555;1935;3814;3278;8015;4629
07.05.2014 00:00;1179;1332;2550;2567;2352;3328;3779;1614;3297;2814;6862;4215
08.05.2014 00:00;1180;1281;2195;2279;2130;3093;3388;1454;3021;2541;6125;3770
09.05.2014 00:00;983;1124;2010;1941;1862;2691;3129;1247;2555;2161;5787;3406
10.05.2014 00:00;690;829;1213;1223;978;1962;2099;835;1488;1152;3674;2104
11.05.2014 00:00;469;453;746;706;661;1235;1316;689;899;662;2249;1186
12.05.2014 00:00;808;930;1433;1482;1299;1940;2321;981;1963;1668;4329;2498
13.05.2014 00:00;1226;1424;2737;2543;2250;3106;4083;1656;3513;2980;7266;4419
14.05.2014 00:00;1337;1509;2813;2747;2551;3405;4125;1676;3511;3011;7470;4425
15.05.2014 00:00;1423;1642;2940;2840;2550;3572;4325;1980;3816;3202;7867;4505
16.05.2014 00:00;1445;1641;3841;3249;2832;4163;5177;2225;4062;3377;8601;5047
17.05.2014 00:00;1115;1273;3024;2169;1864;3508;3356;1840;2436;2056;5862;3388
18.05.2014 00:00;996;1032;3186;2373;2105;4659;4417;2454;2156;1653;5508;3162
19.05.2014 00:00;1445;1672;3636;3233;2932;3989;5225;2259;4176;3598;8248;4873
20.05.2014 00:00;1717;1966;5187;3783;3369;5453;7118;3067;4835;4228;10167;5933
21.05.2014 00:00;1687;1904;5998;3943;3458;5658;7286;2901;4849;4180;10782;6252
22.05.2014 00:00;1677;1859;4739;3702;3255;4919;6392;2654;4582;3884;9516;5548
23.05.2014 00:00;1227;1382;2949;2708;2490;3728;4292;1799;3537;3131;7462;4463
24.05.2014 00:00;1036;1137;2831;2074;1785;3350;3387;1758;2506;2045;5647;3398
25.05.2014 00:00;1099;1257;4040;1970;1954;3705;4900;2918;2224;1721;5423;2887
26.05.2014 00:00;1528;1796;4178;3476;3058;4434;5764;2533;4483;3792;8772;5501
27.05.2014 00:00;1286;1435;2802;2643;2492;3513;4084;1760;3594;2984;7253;4359
28.05.2014 00:00;893;974;1557;1709;1411;2286;2338;996;2176;1806;4681;2709
29.05.2014 00:00;747;827;2363;1960;1537;2743;2782;1939;1608;1304;4287;2399
30.05.2014 00:00;1228;1438;3496;2881;2433;3730;4565;1961;3165;2654;6986;4514
31.05.2014 00:00;1021;1227;3193;2337;1887;3875;3815;1910;2400;2109;5886;3527
01.06.2014 00:00;729;811;2188;1325;1295;2279;2407;1563;1626;1214;3765;2073
02.06.2014 00:00;1416;1689;3791;3300;3064;4081;5259;2289;4221;3565;8342;5146
03.06.2014 00:00;1686;1909;4908;3655;3358;4793;6354;2703;4791;3990;9608;5778
04.06.2014 00:00;1428;1585;3736;3214;2891;3987;5086;2182;4010;3401;8204;5076
05.06.2014 00:00;1320;1524;2593;2467;2298;3447;3777;1506;3343;2751;7074;4220
06.06.2014 00:00;1433;1732;4520;3261;2920;4462;5820;2395;4224;3708;8605;5299
07.06.2014 00:00;1106;1317;4786;2549;2065;4341;5219;2223;2718;2262;6884;4081
08.06.2014 00:00;736;758;2859;1410;1254;2586;2901;1964;1487;943;3786;2093
09.06.2014 00:00;827;973;4607;1623;1535;3401;4933;2336;1733;1206;4814;2433
10.06.2014 00:00;1351;1554;4012;2786;2391;3946;1956;2057;3514;2886;7535;4464
11.06.2014 00:00;1387;1485;3132;2684;2459;3850;804;1857;3526;2997;7507;4480
12.06.2014 00:00;1723;1911;4494;3765;3346;5094;5616;2743;4863;4037;9915;5881
13.06.2014 00:00;1460;1642;3595;3228;2879;4277;4721;2200;4114;3427;8494;5165
14.06.2014 00:00;989;1093;2160;1839;1455;2923;2633;1481;2455;2022;5090;3055
15.06.2014 00:00;978;1130;3302;1729;1758;3297;3909;2596;2122;1704;5013;2816
16.06.2014 00:00;1335;1731;3131;2896;2623;4119;4318;1839;3823;3261;7844;4686
17.06.2014 00:00;1546;1823;4137;3581;3026;4595;5552;2409;4485;3747;8689;5471
18.06.2014 00:00;1414;1592;3462;3130;2943;3907;4792;2075;3969;3419;8365;5069
19.06.2014 00:00;1371;1569;2910;2821;2619;3732;4234;1909;3715;3067;7540;4645
20.06.2014 00:00;1217;1347;2422;2374;2222;3380;3568;1525;3163;2647;6535;4043
21.06.2014 00:00;862;1002;1712;1625;1288;2719;2191;1288;2033;1688;4905;2880
22.06.2014 00:00;796;904;2137;1332;1387;2497;2802;1678;1771;1310;4346;2741
23.06.2014 00:00;1457;1605;3571;3094;2790;3799;4915;2120;4182;3581;8146;5115
24.06.2014 00:00;1446;1646;3267;2938;2749;3841;4497;1972;4071;3455;7968;4884
25.06.2014 00:00;1415;1637;3623;3087;2873;4158;4925;2040;3998;3402;8535;5312
26.06.2014 00:00;1485;1619;3541;3138;2856;3962;4884;2066;3951;3378;8556;5073
27.06.2014 00:00;1381;1649;3438;3065;2679;3822;4838;2053;3792;3273;8034;4930
28.06.2014 00:00;920;1062;2327;1996;1574;2922;3078;1337;2225;1916;5168;3336
29.06.2014 00:00;656;744;1454;1164;1070;1914;2254;1200;1360;968;3401;1907
30.06.2014 00:00;1149;1359;2602;2677;2415;3275;3956;1640;3467;2939;6997;4293
01.07.2014 00:00;1336;1521;3225;3072;2810;3894;4665;1885;4000;3269;8185;5179
02.07.2014 00:00;1522;1737;3714;3282;2891;3996;5034;2346;4129;3560;8679;5508
03.07.2014 00:00;1629;1893;4439;3598;3100;4736;5928;2649;4515;3830;9264;5910
04.07.2014 00:00;1579;1924;4761;3719;3210;5048;6697;2757;4188;3812;10216;5742
05.07.2014 00:00;1054;1151;2535;2112;1800;3115;3301;1487;2606;2060;6129;3692
06.07.2014 00:00;1051;1120;3550;1874;1703;3531;4556;2028;2720;2101;6067;3566
07.07.2014 00:00;1427;1728;4085;3170;2916;4060;5169;2176;4223;3647;8631;5167
08.07.2014 00:00;1126;1291;2279;2187;1970;3180;3195;1350;2941;2513;6236;3418
09.07.2014 00:00;1206;1292;2390;2198;2089;3279;3591;1478;3085;2586;6621;3907
10.07.2014 00:00;1596;1913;4188;3287;2957;4855;6252;2568;4246;3635;9058;5339
11.07.2014 00:00;1631;1872;5345;3675;3121;5432;7308;2881;4221;3830;9924;5610
12.07.2014 00:00;1251;1370;4163;2636;2202;4447;5164;2340;3101;2469;7189;4067
13.07.2014 00:00;790;1009;2172;1653;1449;2631;2678;1787;1805;1396;4452;2217
14.07.2014 00:00;1473;1644;3189;2789;2578;4391;4387;1874;4047;3048;7975;4741
15.07.2014 00:00;1624;1791;4404;3403;3032;4938;5909;2724;4733;3801;9123;5701
16.07.2014 00:00;1636;1892;4886;3781;3318;5207;6638;2833;4700;3957;9584;5939
17.07.2014 00:00;1696;1979;5116;3709;3283;5310;7109;2916;4734;3975;9819;5900
18.07.2014 00:00;1603;1916;6115;3434;3046;3875;7711;2924;4295;3851;9864;5897
19.07.2014 00:00;1246;1433;5894;2507;2079;6192;6741;2312;2833;2510;8201;4666
20.07.2014 00:00;936;1026;3942;1640;1714;2349;4681;2384;2134;1422;5059;2726
21.07.2014 00:00;1494;1742;3824;2809;2663;1422;5257;2192;4392;3462;8164;5149
22.07.2014 00:00;1689;1935;5243;3375;3193;669;7354;2719;4651;3827;10114;6088
23.07.2014 00:00;1808;2129;5977;3468;3247;1320;7330;3088;4805;4118;12170;6376
24.07.2014 00:00;1782;2000;5031;3204;3050;1192;6508;2839;4727;4101;11868;6268
25.07.2014 00:00;1142;1307;2405;1809;1697;576;3259;1400;2663;2313;7089;3564
26.07.2014 00:00;1200;1538;4024;2201;1709;1607;4220;1881;3169;2713;8682;4424
27.07.2014 00:00;1225;1219;4698;1781;1633;2012;5323;2751;2683;1826;8279;3980
28.07.2014 00:00;1478;1709;5129;3398;3271;1640;6426;2643;4566;3816;9268;5836
29.07.2014 00:00;1569;1843;4971;3103;3074;4411;6492;2587;4441;3797;9456;5814
30.07.2014 00:00;1586;1841;4496;3150;3110;4838;5881;2610;4532;3827;9326;5780
31.07.2014 00:00;1612;1855;4473;3437;3113;4865;6099;2476;4496;3654;9257;5832
01.08.2014 00:00;1484;1697;4811;3395;2828;4793;6244;2473;3898;3474;8711;5507
02.08.2014 00:00;1114;1206;4253;2638;2128;4317;4808;2084;2570;2089;6389;4051
03.08.2014 00:00;905;1077;4216;1733;1596;4885;4144;2261;1737;1207;5324;2761
04.08.2014 00:00;1126;1291;3006;2636;2316;3517;4013;1741;3158;2667;6456;4272
05.08.2014 00:00;1294;1482;3796;2816;2643;4033;4784;2234;3788;3049;7565;4802
06.08.2014 00:00;1361;1596;4597;3044;2868;4372;5670;2407;4054;3203;7956;5179
07.08.2014 00:00;1223;1374;2819;2510;2265;3479;3993;1690;2988;2528;6638;4326
08.08.2014 00:00;1328;1500;4444;3001;2341;4406;5543;2361;3479;2919;7682;4762
09.08.2014 00:00;771;924;2181;1765;1478;2791;2579;1317;1856;1488;4412;2866
10.08.2014 00:00;728;806;2586;1389;1381;2822;3037;1770;1758;1079;3767;2129
11.08.2014 00:00;1072;1272;2844;2651;2296;3381;3848;1633;3047;2543;6331;4168
12.08.2014 00:00;1147;1295;3035;2589;2286;3461;3924;1777;3146;2588;6419;4444
13.08.2014 00:00;1188;1388;3550;2751;2488;3762;4607;2115;3622;2791;6882;4595
14.08.2014 00:00;1043;1185;2782;2520;2243;3348;3848;1724;3050;2461;6442;4202
15.08.2014 00:00;984;1100;2532;2367;1967;3018;3468;1472;2650;2275;5889;3887
16.08.2014 00:00;704;802;1836;1606;1189;2330;2077;1024;1711;1394;4016;2630
17.08.2014 00:00;509;516;1183;934;852;1466;1525;922;1037;741;2440;1543
18.08.2014 00:00;790;922;1834;1753;1641;2263;2645;1050;2215;1790;4718;3113
19.08.2014 00:00;885;1080;2205;2008;1705;2590;3034;1270;2507;2003;5106;3502
20.08.2014 00:00;880;1022;2226;2100;1800;2684;3034;1317;2474;2028;5336;3635
